109431,4771
109431,193893
109431,11423
109431,15069
109431,949
116149,278927
116149,10140
116149,34584
116149,2268
116149,281957
4256,40264
4256,5060
4256,3034
4256,957
4256,4258
9339,924
9339,2044
9339,264644
9339,82703
9339,1597
454992,691
454992,954
454992,646
454992,660
454992,37724
11688,810
11688,10144
11688,150689
11688,10882
11688,2649
278154,17610
278154,18905
278154,10567
278154,62204
278154,3591
9928,198184
9928,605
9928,2048
9928,87101
9928,157336
2770,17899
2770,8363
2770,4247
2770,106646
2770,86838
13374,449176
13374,18126
13374,14069
13374,9472
13374,1124
225886,87567
225886,49519
225886,290762
225886,38
225886,11224
318846,106646
318846,640
318846,769
318846,424
318846,425336
45243,20289
45243,339692
45243,627
45243,12593
45243,10474
4638,984
4638,4771
4638,75780
4638,1949
4638,13820
503619,419430
503619,747
503619,109414
503619,935
503619,14
8355,351286
8355,329
8355,135397
8355,15997
8355,12144
6957,10995
6957,41280
6957,10246
6957,112160
6957,2770
19908,336843
19908,82654
19908,1562
19908,72190
19908,170
7453,299687
7453,101299
7453,336843
7453,126889
7453,644
324852,93456
324852,10140
324852,36819
324852,2270
324852,20352
72105,862
72105,24420
72105,50544
72105,13523
72105,19913
346648,278927
346648,411
346648,2454
346648,2268
346648,281957
107985,14161
107985,274855
107985,475210
107985,109414
107985,18
353616,254470
353616,114150
353616,335797
353616,354912
353616,332562
747,19908
747,935
747,762
747,72190
747,419430
8273,10330
8273,6557
8273,425
8273,712
8273,10054
4599,425
4599,1562
4599,637
4599,13
4599,101
46195,9325
46195,278927
46195,172385
46195,15969
46195,30197
1593,351286
1593,135397
1593,329
1593,12144
1593,88751
76492,766
76492,7131
76492,129
76492,671
76492,672
193893,86838
193893,75780
193893,3580
193893,14043
193893,9104
399796,325133
399796,49519
399796,8277
399796,12429
399796,10193
7443,1368
7443,708
7443,107846
7443,533
7443,5925
8390,10691
8390,10641
8390,634
8390,49519
8390,10735
49013,920
49013,12
49013,585
49013,673
49013,808
23631,425
23631,637
23631,1562
23631,745
23631,335
200727,51828
200727,449176
200727,281957
200727,11121
200727,417678
818,817
818,955
818,608
818,691
818,699
809,10882
809,150689
809,810
809,10144
809,224141
518452,273153
518452,437557
518452,19316
518452,11631
518452,370663
50546,24420
50546,38
50546,122906
50546,521
50546,1259
194,95
194,707
194,1278
194,907
194,26973
787,249070
787,667
787,682
787,2501
787,101
203801,691
203801,660
203801,954
203801,206647
203801,37724
5559,813
5559,363676
5559,744
5559,325133
5559,10776
187017,272693
187017,10625
187017,9880
187017,449176
187017,37725
18240,9813
18240,437557
18240,11631
18240,10735
18240,45153
83666,15804
83666,38225
83666,19958
83666,397582
83666,224950
400928,10830
400928,52449
400928,35052
400928,103663
400928,14069
337170,254904
337170,813
337170,141
337170,954
337170,955
10527,9732
10527,8393
10527,9904
10527,11430
10527,363676
25195,712
25195,24
25195,8764
25195,1979
25195,50124
810,10191
810,808
810,71805
810,10882
810,290762
463053,364689
463053,62211
463053,188222
463053,627
463053,140
109414,627
109414,419430
109414,359940
109414,91586
109414,747
22970,460885
22970,98568
22970,17609
22970,298584
22970,11298
487702,272693
487702,10625
487702,9880
487702,449176
487702,37725
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
256961,324668
256961,524
256961,298
256961,9029
256961,646
14306,13
14306,449176
14306,272693
14306,562
14306,101299
10555,109445
10555,62177
10555,580
10555,297762
10555,578
195589,325133
195589,179144
195589,8363
195589,376659
195589,49519
332210,400579
332210,458737
332210,9732
332210,475210
332210,447332
325189,11887
325189,9880
325189,272693
325189,2105
325189,449176
252838,712
252838,6557
252838,24
252838,193893
252838,455207
4248,22705
4248,106646
4248,10246
4248,4247
4248,17899
9502,278927
9502,140300
9502,812
9502,24
9502,604
188222,862
188222,68718
188222,109414
188222,627
188222,179144
55721,114150
55721,41630
55721,454992
55721,62211
55721,19913
35,13
35,122906
35,398818
35,5915
35,82703
12133,7326
12133,1631
12133,12689
12133,11091
12133,271
174321,89185
174321,9880
174321,449176
174321,325189
174321,10947
55301,400155
55301,23398
55301,6477
55301,258509
55301,10488
8699,109443
8699,358761
425980,402897
425980,14
425980,747
425980,419430
425980,1359
10947,11887
10947,13649
10947,74018
10947,9880
10947,4951
382591,433
382591,118
382591,122906
382591,10330
382591,10735
291870,712
291870,24
291870,50124
291870,6557
291870,10330
59861,52449
59861,14069
59861,13374
59861,35052
59861,400928
454283,1562
454283,68718
454283,10138
454283,1726
454283,68721
1574,1645
1574,396371
1574,11560
1574,390043
1574,117
375107,9598
375107,11571
375107,453191
375107,10715
375107,22777
137116,585
137116,20352
137116,150540
137116,62211
137116,44214
1824,1903
1824,38
1824,346685
1824,18785
1824,505906
262391,381284
262391,50546
262391,707
262391,521
262391,350
38365,585
38365,862
38365,13
38365,50544
38365,290762
114150,460019
114150,440021
114150,525
114150,368031
114150,122081
268531,406997
268531,346364
268531,400928
268531,862
268531,118
239563,44564
239563,290762
239563,862
239563,13
239563,50544
295964,627
295964,16172
295964,6283
295964,72207
295964,448449
417644,96
417644,26390
417644,193893
417644,11423
417644,4771
88751,351286
88751,11571
88751,425
88751,667
88751,9880
112160,117486
112160,449176
112160,14
112160,80271
112160,2105
109451,3034
109451,2062
109451,22794
109451,3035
109451,9738
41630,862
41630,13
41630,68718
41630,200727
41630,62211
41513,49521
41513,284052
41513,297762
41513,141052
41513,209112
211672,20352
211672,93456
211672,366141
211672,324852
211672,366142
65057,1597
65057,11846
65057,3309
65057,352501
65057,12634
502682,451480
502682,5951
502682,448514
502682,125255
4964,8363
4964,179144
4964,17899
4964,109414
4964,195589
137106,1452
137106,1924
137106,8536
137106,9531
137106,9738
39514,254904
39514,954
39514,955
39514,238713
39514,47964
38055,9806
38055,127380
38055,1927
38055,272
38055,1368
507143,272693
507143,10625
507143,89185
507143,9880
507143,4951
19913,862
19913,38
19913,398818
19913,521
19913,23949
511785,449176
511785,400547
511785,376867
511785,184352
511785,11000
272693,449176
272693,286565
272693,308369
272693,1259
272693,13342
8363,17899
8363,15144
8363,449176
8363,193893
8363,15037
371638,8966
371638,424
371638,9880
371638,769
371638,425336
12279,604
12279,605
12279,333339
12279,27205
12279,603
210860,101299
210860,336843
210860,281957
210860,9880
210860,671
4257,620
4257,91586
4257,4011
4257,416234
4257,166426
8920,16859
8920,4978
8920,86130
8920,3049
8920,15370
11430,9732
11430,150689
11430,810
11430,2270
11430,14211
325133,17899
325133,179144
325133,12620
325133,19053
325133,8363
331313,7518
331313,10045
331313,246741
331313,80035
331313,522
8961,96
8961,306
8961,9679
8961,562
8961,9737
426030,253
426030,646
426030,657
426030,667
426030,699
77338,862
77338,13
77338,68718
77338,50544
77338,290762
376659,22152
376659,179144
376659,225886
376659,8363
376659,325133
27022,808
27022,34584
27022,671
27022,672
27022,675
7326,449176
7326,10947
7326,9880
7326,15144
7326,315635
136795,395834
136795,359412
136795,75780
136795,193893
136795,49049
10625,272693
10625,89185
10625,9880
10625,449176
10625,18892
9870,652
9870,271718
9870,2270
9870,1824
9870,65057
116745,580
116745,578
116745,438970
116745,403119
116745,1907
18360,1593
18360,863
18360,181533
18360,44826
18360,38055
227973,9531
227973,13640
227973,99861
227973,287947
227973,1452
10661,612
10661,117486
10661,433627
10661,8885
10661,8850
23398,370663
23398,437557
23398,297762
23398,258480
23398,11631
80271,449176
80271,10818
80271,376660
80271,43923
80271,376867
339967,927
339967,458737
339967,928
339967,51876
339967,180863
413644,116711
413644,270946
413644,10140
413644,557
413644,6477
11024,75780
11024,10528
11024,268896
11024,293167
11024,290250
21385,31135
21385,67703
21385,53770
21385,67152
21385,67009
12153,8961
12153,96
12153,1572
12153,562
12153,11565
10591,272693
10591,10625
10591,9880
10591,449176
10591,37725
35019,8966
35019,12155
35019,10830
35019,437557
35019,466282
4523,10882
4523,10020
4523,224141
4523,408
4523,808
1581,634
1581,51052
1581,9479
1581,941
1581,10735
44896,524
44896,298
44896,324668
44896,451
44896,11358
431530,11395
431530,13673
431530,10872
431530,8871
431530,9479
438970,580
438970,578
438970,205321
438970,813
438970,579
433310,41154
433310,141
433310,673
433310,127585
433310,122906
399170,949
399170,414063
399170,12208
399170,291805
399170,449443
339404,13374
339404,272
339404,1124
339404,621
339404,862
209189,8067
209189,275
209189,984
209189,4771
209189,562
4944,50546
4944,1586
4944,332872
4944,11588
4944,455565
82654,72190
82654,294254
82654,336843
82654,157350
82654,101299
22705,14174
22705,27066
22705,50124
22705,2770
22705,50270
502422,21385
502422,157336
502422,10144
502422,67703
502422,326359
153518,338970
153518,810
153518,5689
153518,9488
153518,9986
243938,23048
243938,383498
243938,41154
243938,87101
243938,122906
9472,49524
9472,348893
9472,312221
9472,9955
9472,86130
634,668
634,118
634,122906
634,49519
634,296096
11774,2268
11774,44826
11774,9880
11774,671
11774,674
9297,862
9297,7191
9297,956
9297,268896
9297,293167
424781,434873
424781,769
424781,381288
424781,341006
424781,101299
37735,14671
37735,9880
37735,449176
37735,37725
37735,13374
